Path,Best known solution value
davies1999/BR14.txt_77,28557824
davies1999/BR14.txt_78,28693717
davies1999/BR14.txt_79,28796828
davies1999/BR14.txt_80,28598288
davies1999/BR14.txt_81,28450616
davies1999/BR14.txt_82,28660187
davies1999/BR14.txt_83,28721225
davies1999/BR14.txt_84,28755954
davies1999/BR14.txt_85,28745561
davies1999/BR14.txt_86,28756696
davies1999/BR14.txt_87,28747152
davies1999/BR14.txt_88,28599610
davies1999/BR14.txt_89,28649031
davies1999/BR14.txt_90,28658716
davies1999/BR14.txt_91,28458545
davies1999/BR14.txt_92,28719922
davies1999/BR14.txt_93,28680774
davies1999/BR14.txt_94,28849031
davies1999/BR14.txt_95,28536052
davies1999/BR14.txt_96,28644273
davies1999/BR14.txt_97,28590096
davies1999/BR14.txt_98,28805782
davies1999/BR14.txt_99,28640868
davies1999/BR14.txt_100,28742580
davies1999/BR15.txt_1,28657651
davies1999/BR15.txt_2,28562776
davies1999/BR15.txt_3,28675830
davies1999/BR15.txt_4,28742873
davies1999/BR15.txt_5,28693956
davies1999/BR15.txt_6,28830882
davies1999/BR15.txt_7,28663073
davies1999/BR15.txt_8,28554032
davies1999/BR15.txt_9,28691728
davies1999/BR15.txt_10,28741245
davies1999/BR15.txt_11,28664878
davies1999/BR15.txt_12,28570950
davies1999/BR15.txt_13,28730944
davies1999/BR15.txt_14,28634491
davies1999/BR15.txt_15,28676145
davies1999/BR15.txt_16,28594390
davies1999/BR15.txt_17,28700862
davies1999/BR15.txt_18,28663272
davies1999/BR15.txt_19,28697196
davies1999/BR15.txt_20,28680273
davies1999/BR15.txt_21,28543404
davies1999/BR15.txt_22,28757920
davies1999/BR15.txt_23,28658985
davies1999/BR15.txt_24,28563705
davies1999/BR15.txt_25,28625681
davies1999/BR15.txt_26,28687703
davies1999/BR15.txt_27,28665346
davies1999/BR15.txt_28,28734808
davies1999/BR15.txt_29,28506504
davies1999/BR15.txt_30,28612478
davies1999/BR15.txt_31,28638575
davies1999/BR15.txt_32,28635299
davies1999/BR15.txt_33,28527484
davies1999/BR15.txt_34,28549996
davies1999/BR15.txt_35,28801680
davies1999/BR15.txt_36,28735950
davies1999/BR15.txt_37,28739911
davies1999/BR15.txt_38,28769802
davies1999/BR15.txt_39,28604614
davies1999/BR15.txt_40,28540049
davies1999/BR15.txt_41,28756698
davies1999/BR15.txt_42,28563325
davies1999/BR15.txt_43,28651536
davies1999/BR15.txt_44,28749773
davies1999/BR15.txt_45,28561306
davies1999/BR15.txt_46,28609634
davies1999/BR15.txt_47,28601440
davies1999/BR15.txt_48,28622195
davies1999/BR15.txt_49,28640237
davies1999/BR15.txt_50,28683385
davies1999/BR15.txt_51,28712147
davies1999/BR15.txt_52,28609156
davies1999/BR15.txt_53,28624822
davies1999/BR15.txt_54,28655284
davies1999/BR15.txt_55,28593601
davies1999/BR15.txt_56,28621144
davies1999/BR15.txt_57,28575105
davies1999/BR15.txt_58,28796540
davies1999/BR15.txt_59,28649494
davies1999/BR15.txt_60,28709887
davies1999/BR15.txt_61,28673051
davies1999/BR15.txt_62,28666551
davies1999/BR15.txt_63,28636426
davies1999/BR15.txt_64,28511550
davies1999/BR15.txt_65,28739394
davies1999/BR15.txt_66,28632549
davies1999/BR15.txt_67,28424964
davies1999/BR15.txt_68,28718646
davies1999/BR15.txt_69,28745532
davies1999/BR15.txt_70,28583572
davies1999/BR15.txt_71,28712779
davies1999/BR15.txt_72,28638049
davies1999/BR15.txt_73,28667718
davies1999/BR15.txt_74,28521481
davies1999/BR15.txt_75,28586904
davies1999/BR15.txt_76,28613906
davies1999/BR15.txt_77,28714052
davies1999/BR15.txt_78,28581722
davies1999/BR15.txt_79,28814639
davies1999/BR15.txt_80,28587176
davies1999/BR15.txt_81,28402146
davies1999/BR15.txt_82,28401682
davies1999/BR15.txt_83,28669518
davies1999/BR15.txt_84,28585844
davies1999/BR15.txt_85,28831663
davies1999/BR15.txt_86,28692516
davies1999/BR15.txt_87,28650701
davies1999/BR15.txt_88,28581599
davies1999/BR15.txt_89,28674557
davies1999/BR15.txt_90,28743231
davies1999/BR15.txt_91,28476044
davies1999/BR15.txt_92,28804406
davies1999/BR15.txt_93,28736762
davies1999/BR15.txt_94,28828188
davies1999/BR15.txt_95,28522232
davies1999/BR15.txt_96,28520125
davies1999/BR15.txt_97,28551944
davies1999/BR15.txt_98,28739720
davies1999/BR15.txt_99,28638751
davies1999/BR15.txt_100,28579646
